Crash_Year,Crash_PoliceRegion,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_Road_User_Type,Casualty_Restraint_Helmet_Use,Casualty_Count
2001,Central,Fatality,30 to 39,Female,Vehicle Occupant,Unrestrained,1
2001,Central,Fatality,40 to 49,Female,Vehicle Occupant,Restrained,6
2001,Central,Fatality,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,1
2001,Central,Fatality,50 to 59,Female,Vehicle Occupant,Restrained,2
2001,Central,Fatality,50 to 59,Female,Vehicle Occupant,Unrestrained,1
2001,Central,Fatality,60 to 74,Female,Vehicle Occupant,Not applicable,1
2001,Central,Fatality,60 to 74,Female,Vehicle Occupant,Restrained,1
2001,Central,Fatality,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,2
2001,Central,Fatality,60 to 74,Female,Vehicle Occupant,Unrestrained,1
2001,Central,Fatality,75 and over,Female,Vehicle Occupant,Restrained,2
2001,Central,Fatality,0 to 16,Male,Bicyclist,Helmet Worn,1
2001,Central,Fatality,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,2
2001,Central,Fatality,0 to 16,Male,Vehicle Occupant,Unrestrained,1
2001,Central,Fatality,17 to 24,Male,Motorcyclist,Helmet Worn,1
2001,Central,Fatality,17 to 24,Male,Vehicle Occupant,Restrained,9
2001,Central,Fatality,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,4
2001,Central,Fatality,17 to 24,Male,Vehicle Occupant,Unrestrained,1
2001,Central,Fatality,25 to 29,Male,Motorcyclist,Helmet Worn,1
2001,Central,Fatality,25 to 29,Male,Vehicle Occupant,Restrained,3
2001,Central,Fatality,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,2
2001,Central,Fatality,30 to 39,Male,Bicyclist,Helmet Worn,1
2001,Central,Fatality,30 to 39,Male,Motorcyclist,Helmet Worn,1
2001,Central,Fatality,30 to 39,Male,Vehicle Occupant,Restrained,3
2001,Central,Fatality,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,1
2001,Central,Fatality,30 to 39,Male,Vehicle Occupant,Unrestrained,4
2001,Central,Fatality,40 to 49,Male,Bicyclist,Helmet Not Worn,1
2001,Central,Fatality,40 to 49,Male,Bicyclist,Helmet Worn,1
2001,Central,Fatality,40 to 49,Male,Motorcyclist,Helmet Worn,1
2001,Central,Fatality,40 to 49,Male,Vehicle Occupant,Restrained,3
2001,Central,Fatality,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,2
2001,Central,Fatality,40 to 49,Male,Vehicle Occupant,Unrestrained,4
2001,Central,Fatality,50 to 59,Male,Vehicle Occupant,Restrained,3
2001,Central,Fatality,50 to 59,Male,Vehicle Occupant,Unrestrained,1
2001,Central,Fatality,60 to 74,Male,Motorcyclist,Helmet Worn,1
2001,Central,Fatality,60 to 74,Male,Vehicle Occupant,Restrained,4
2001,Central,Fatality,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,3
2001,Central,Fatality,60 to 74,Male,Vehicle Occupant,Unrestrained,1
2001,Central,Fatality,75 and over,Male,Bicyclist,Helmet Worn,1
2001,Central,Fatality,75 and over,Male,Vehicle Occupant,Restrained,1
2001,Central,Fatality,75 and over,Male,Vehicle Occupant,Unrestrained,1
2001,Central,Hospitalised,0 to 16,Female,Bicyclist,Helmet Not Worn,3
2001,Central,Hospitalised,0 to 16,Female,Bicyclist,Helmet Worn,4
2001,Central,Hospitalised,0 to 16,Female,Vehicle Occupant,Restrained,32
2001,Central,Hospitalised,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,4
2001,Central,Hospitalised,0 to 16,Female,Vehicle Occupant,Unrestrained,7
2001,Central,Hospitalised,17 to 24,Female,Bicyclist,Helmet Worn,1
2001,Central,Hospitalised,17 to 24,Female,Motorcyclist,Helmet Worn,3
2001,Central,Hospitalised,17 to 24,Female,Vehicle Occupant,Restrained,101
2001,Central,Hospitalised,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,18
2001,Central,Hospitalised,17 to 24,Female,Vehicle Occupant,Unrestrained,3
2001,Central,Hospitalised,25 to 29,Female,Motorcyclist,Helmet Worn,3
2001,Central,Hospitalised,25 to 29,Female,Vehicle Occupant,Restrained,17
2001,Central,Hospitalised,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,4
2001,Central,Hospitalised,25 to 29,Female,Vehicle Occupant,Unrestrained,1
2001,Central,Hospitalised,30 to 39,Female,Motorcyclist,Helmet Worn,4
2001,Central,Hospitalised,30 to 39,Female,Vehicle Occupant,Restrained,42
2001,Central,Hospitalised,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,6
2001,Central,Hospitalised,30 to 39,Female,Vehicle Occupant,Unrestrained,4
2001,Central,Hospitalised,40 to 49,Female,Bicyclist,Helmet Worn,1
2001,Central,Hospitalised,40 to 49,Female,Motorcyclist,Helmet Worn,2
2001,Central,Hospitalised,40 to 49,Female,Vehicle Occupant,Restrained,48
2001,Central,Hospitalised,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,5
2001,Central,Hospitalised,40 to 49,Female,Vehicle Occupant,Unrestrained,2
2001,Central,Hospitalised,50 to 59,Female,Bicyclist,Helmet Worn,3
2001,Central,Hospitalised,50 to 59,Female,Motorcyclist,Helmet Worn,3
2001,Central,Hospitalised,50 to 59,Female,Vehicle Occupant,Restrained,46
2001,Central,Hospitalised,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,3
2001,Central,Hospitalised,50 to 59,Female,Vehicle Occupant,Unrestrained,3
2001,Central,Hospitalised,60 to 74,Female,Motorcyclist,Helmet Worn,1
2001,Central,Hospitalised,60 to 74,Female,Vehicle Occupant,Restrained,42
2001,Central,Hospitalised,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,3
2001,Central,Hospitalised,60 to 74,Female,Vehicle Occupant,Unrestrained,2
2001,Central,Hospitalised,75 and over,Female,Bicyclist,Helmet Not Worn,1
2001,Central,Hospitalised,75 and over,Female,Vehicle Occupant,Restrained,23
2001,Central,Hospitalised,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,1
2001,Central,Hospitalised,Unknown,Female,Vehicle Occupant,Unrestrained,1
2001,Central,Hospitalised,0 to 16,Male,Bicyclist,Helmet Not Worn,4
2001,Central,Hospitalised,0 to 16,Male,Bicyclist,Helmet Use Not determined,2
2001,Central,Hospitalised,0 to 16,Male,Bicyclist,Helmet Worn,14
2001,Central,Hospitalised,0 to 16,Male,Motorcyclist,Helmet Worn,2
2001,Central,Hospitalised,0 to 16,Male,Vehicle Occupant,Restrained,19
2001,Central,Hospitalised,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,7
2001,Central,Hospitalised,0 to 16,Male,Vehicle Occupant,Unrestrained,6
2001,Central,Hospitalised,17 to 24,Male,Bicyclist,Helmet Not Worn,1
2001,Central,Hospitalised,17 to 24,Male,Bicyclist,Helmet Worn,6
2001,Central,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Not Worn,4
2001,Central,Hospitalised,17 to 24,Male,Motorcyclist,Helmet Worn,28
2001,Central,Hospitalised,17 to 24,Male,Vehicle Occupant,Restrained,84
2001,Central,Hospitalised,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,52
2001,Central,Hospitalised,17 to 24,Male,Vehicle Occupant,Unrestrained,13
2001,Central,Hospitalised,25 to 29,Male,Bicyclist,Helmet Worn,2
2001,Central,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Not Worn,1
2001,Central,Hospitalised,25 to 29,Male,Motorcyclist,Helmet Worn,14
2001,Central,Hospitalised,25 to 29,Male,Vehicle Occupant,Restrained,35
2001,Central,Hospitalised,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,22
2001,Central,Hospitalised,25 to 29,Male,Vehicle Occupant,Unrestrained,6
2001,Central,Hospitalised,30 to 39,Male,Bicyclist,Helmet Worn,4
2001,Central,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Not Worn,1
2001,Central,Hospitalised,30 to 39,Male,Motorcyclist,Helmet Worn,31
2001,Central,Hospitalised,30 to 39,Male,Vehicle Occupant,Not applicable,2
2001,Central,Hospitalised,30 to 39,Male,Vehicle Occupant,Restrained,46
2001,Central,Hospitalised,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,23
2001,Central,Hospitalised,30 to 39,Male,Vehicle Occupant,Unrestrained,11
2001,Central,Hospitalised,40 to 49,Male,Bicyclist,Helmet Use Not determined,1
2001,Central,Hospitalised,40 to 49,Male,Bicyclist,Helmet Worn,3
2001,Central,Hospitalised,40 to 49,Male,Motorcyclist,Helmet Worn,16
2001,Central,Hospitalised,40 to 49,Male,Vehicle Occupant,Not applicable,2
2001,Central,Hospitalised,40 to 49,Male,Vehicle Occupant,Restrained,46
2001,Central,Hospitalised,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,18
2001,Central,Hospitalised,40 to 49,Male,Vehicle Occupant,Unrestrained,4
2001,Central,Hospitalised,50 to 59,Male,Bicyclist,Helmet Not Worn,1
2001,Central,Hospitalised,50 to 59,Male,Bicyclist,Helmet Worn,2
2001,Central,Hospitalised,50 to 59,Male,Motorcyclist,Helmet Worn,12
2001,Central,Hospitalised,50 to 59,Male,Vehicle Occupant,Not applicable,2
2001,Central,Hospitalised,50 to 59,Male,Vehicle Occupant,Restrained,43
2001,Central,Hospitalised,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,11
2001,Central,Hospitalised,50 to 59,Male,Vehicle Occupant,Unrestrained,3
2001,Central,Hospitalised,60 to 74,Male,Bicyclist,Helmet Worn,5
2001,Central,Hospitalised,60 to 74,Male,Motorcyclist,Helmet Worn,2
2001,Central,Hospitalised,60 to 74,Male,Vehicle Occupant,Not applicable,2
2001,Central,Hospitalised,60 to 74,Male,Vehicle Occupant,Restrained,35
2001,Central,Hospitalised,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,7
2001,Central,Hospitalised,60 to 74,Male,Vehicle Occupant,Unrestrained,2
2001,Central,Hospitalised,75 and over,Male,Bicyclist,Helmet Worn,2
2001,Central,Hospitalised,75 and over,Male,Motorcyclist,Helmet Worn,2
2001,Central,Hospitalised,75 and over,Male,Vehicle Occupant,Restrained,23
2001,Central,Hospitalised,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,1
2001,Central,Hospitalised,Unknown,Male,Vehicle Occupant,Restrained,2
2001,Central,Hospitalised,Unknown,Unknown,Vehicle Occupant,Restraint Use Not determined,1
2001,Central,Medically treated,0 to 16,Female,Bicyclist,Helmet Not Worn,1
2001,Central,Medically treated,0 to 16,Female,Bicyclist,Helmet Use Not determined,1
2001,Central,Medically treated,0 to 16,Female,Bicyclist,Helmet Worn,7
2001,Central,Medically treated,0 to 16,Female,Vehicle Occupant,Restrained,73
2001,Central,Medically treated,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,3
2001,Central,Medically treated,0 to 16,Female,Vehicle Occupant,Unrestrained,10
2001,Central,Medically treated,17 to 24,Female,Bicyclist,Helmet Worn,1
2001,Central,Medically treated,17 to 24,Female,Motorcyclist,Helmet Not Worn,1
2001,Central,Medically treated,17 to 24,Female,Motorcyclist,Helmet Worn,1
2001,Central,Medically treated,17 to 24,Female,Vehicle Occupant,Restrained,178
2001,Central,Medically treated,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,16
2001,Central,Medically treated,17 to 24,Female,Vehicle Occupant,Unrestrained,6
2001,Central,Medically treated,25 to 29,Female,Bicyclist,Helmet Not Worn,1
2001,Central,Medically treated,25 to 29,Female,Motorcyclist,Helmet Worn,1
2001,Central,Medically treated,25 to 29,Female,Vehicle Occupant,Restrained,58
2001,Central,Medically treated,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,2
2001,Central,Medically treated,25 to 29,Female,Vehicle Occupant,Unrestrained,2
2001,Central,Medically treated,30 to 39,Female,Bicyclist,Helmet Worn,3
2001,Central,Medically treated,30 to 39,Female,Motorcyclist,Helmet Worn,5
2001,Central,Medically treated,30 to 39,Female,Vehicle Occupant,Not applicable,1
2001,Central,Medically treated,30 to 39,Female,Vehicle Occupant,Restrained,119
2001,Central,Medically treated,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,5
2001,Central,Medically treated,30 to 39,Female,Vehicle Occupant,Unrestrained,3
2001,Central,Medically treated,40 to 49,Female,Bicyclist,Helmet Not Worn,1
2001,Central,Medically treated,40 to 49,Female,Motorcyclist,Helmet Use Not determined,1
2001,Central,Medically treated,40 to 49,Female,Motorcyclist,Helmet Worn,4
2001,Central,Medically treated,40 to 49,Female,Vehicle Occupant,Restrained,88
2001,Central,Medically treated,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,4
2001,Central,Medically treated,40 to 49,Female,Vehicle Occupant,Unrestrained,3
2001,Central,Medically treated,50 to 59,Female,Bicyclist,Helmet Worn,1
2001,Central,Medically treated,50 to 59,Female,Motorcyclist,Helmet Worn,4
2001,Central,Medically treated,50 to 59,Female,Vehicle Occupant,Restrained,73
2001,Central,Medically treated,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,2
2001,Central,Medically treated,50 to 59,Female,Vehicle Occupant,Unrestrained,1
2001,Central,Medically treated,60 to 74,Female,Motorcyclist,Helmet Worn,1
2001,Central,Medically treated,60 to 74,Female,Vehicle Occupant,Restrained,44
2001,Central,Medically treated,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,2
2001,Central,Medically treated,60 to 74,Female,Vehicle Occupant,Unrestrained,4
2001,Central,Medically treated,75 and over,Female,Vehicle Occupant,Restrained,20
2001,Central,Medically treated,75 and over,Female,Vehicle Occupant,Restraint Use Not determined,2
2001,Central,Medically treated,75 and over,Female,Vehicle Occupant,Unrestrained,6
2001,Central,Medically treated,Unknown,Female,Vehicle Occupant,Restrained,3
2001,Central,Medically treated,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,1
2001,Central,Medically treated,0 to 16,Male,Bicyclist,Helmet Not Worn,5
2001,Central,Medically treated,0 to 16,Male,Bicyclist,Helmet Use Not determined,2
2001,Central,Medically treated,0 to 16,Male,Bicyclist,Helmet Worn,23
2001,Central,Medically treated,0 to 16,Male,Motorcyclist,Helmet Worn,1
2001,Central,Medically treated,0 to 16,Male,Vehicle Occupant,Restrained,66
2001,Central,Medically treated,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,3
2001,Central,Medically treated,0 to 16,Male,Vehicle Occupant,Unrestrained,16
2001,Central,Medically treated,17 to 24,Male,Bicyclist,Helmet Not Worn,6
2001,Central,Medically treated,17 to 24,Male,Bicyclist,Helmet Use Not determined,2
2001,Central,Medically treated,17 to 24,Male,Bicyclist,Helmet Worn,4
2001,Central,Medically treated,17 to 24,Male,Motorcyclist,Helmet Not Worn,3
2001,Central,Medically treated,17 to 24,Male,Motorcyclist,Helmet Worn,27
2001,Central,Medically treated,17 to 24,Male,Vehicle Occupant,Restrained,152
2001,Central,Medically treated,17 to 24,Male,Vehicle Occupant,Restraint Use Not determined,21
2001,Central,Medically treated,17 to 24,Male,Vehicle Occupant,Unrestrained,8
2001,Central,Medically treated,25 to 29,Male,Bicyclist,Helmet Worn,4
2001,Central,Medically treated,25 to 29,Male,Motorcyclist,Helmet Worn,16
2001,Central,Medically treated,25 to 29,Male,Vehicle Occupant,Restrained,39
2001,Central,Medically treated,25 to 29,Male,Vehicle Occupant,Restraint Use Not determined,5
2001,Central,Medically treated,25 to 29,Male,Vehicle Occupant,Unrestrained,1
2001,Central,Medically treated,30 to 39,Male,Bicyclist,Helmet Not Worn,1
2001,Central,Medically treated,30 to 39,Male,Bicyclist,Helmet Use Not determined,1
2001,Central,Medically treated,30 to 39,Male,Bicyclist,Helmet Worn,4
2001,Central,Medically treated,30 to 39,Male,Motorcyclist,Helmet Use Not determined,1
2001,Central,Medically treated,30 to 39,Male,Motorcyclist,Helmet Worn,23
2001,Central,Medically treated,30 to 39,Male,Vehicle Occupant,Not applicable,1
2001,Central,Medically treated,30 to 39,Male,Vehicle Occupant,Restrained,70
2001,Central,Medically treated,30 to 39,Male,Vehicle Occupant,Restraint Use Not determined,14
2001,Central,Medically treated,30 to 39,Male,Vehicle Occupant,Unrestrained,4
2001,Central,Medically treated,40 to 49,Male,Bicyclist,Helmet Use Not determined,1
2001,Central,Medically treated,40 to 49,Male,Bicyclist,Helmet Worn,9
2001,Central,Medically treated,40 to 49,Male,Motorcyclist,Helmet Worn,18
2001,Central,Medically treated,40 to 49,Male,Vehicle Occupant,Not applicable,2
2001,Central,Medically treated,40 to 49,Male,Vehicle Occupant,Restrained,63
2001,Central,Medically treated,40 to 49,Male,Vehicle Occupant,Restraint Use Not determined,8
2001,Central,Medically treated,40 to 49,Male,Vehicle Occupant,Unrestrained,4
2001,Central,Medically treated,50 to 59,Male,Bicyclist,Helmet Not Worn,1
2001,Central,Medically treated,50 to 59,Male,Bicyclist,Helmet Worn,2
2001,Central,Medically treated,50 to 59,Male,Motorcyclist,Helmet Use Not determined,1
2001,Central,Medically treated,50 to 59,Male,Motorcyclist,Helmet Worn,7
2001,Central,Medically treated,50 to 59,Male,Vehicle Occupant,Restrained,32
2001,Central,Medically treated,50 to 59,Male,Vehicle Occupant,Restraint Use Not determined,1
2001,Central,Medically treated,60 to 74,Male,Bicyclist,Helmet Worn,5
2001,Central,Medically treated,60 to 74,Male,Motorcyclist,Helmet Worn,4
2001,Central,Medically treated,60 to 74,Male,Vehicle Occupant,Restrained,31
2001,Central,Medically treated,60 to 74,Male,Vehicle Occupant,Restraint Use Not determined,4
2001,Central,Medically treated,60 to 74,Male,Vehicle Occupant,Unrestrained,2
2001,Central,Medically treated,75 and over,Male,Vehicle Occupant,Restrained,15
2001,Central,Medically treated,75 and over,Male,Vehicle Occupant,Restraint Use Not determined,2
2001,Central,Medically treated,Unknown,Unknown,Motorcyclist,Helmet Use Not determined,1
2001,Central,Medically treated,Unknown,Unknown,Vehicle Occupant,Unrestrained,1
2001,Central,Minor injury,0 to 16,Female,Bicyclist,Helmet Not Worn,2
2001,Central,Minor injury,0 to 16,Female,Bicyclist,Helmet Use Not determined,2
2001,Central,Minor injury,0 to 16,Female,Bicyclist,Helmet Worn,4
2001,Central,Minor injury,0 to 16,Female,Vehicle Occupant,Restrained,19
2001,Central,Minor injury,0 to 16,Female,Vehicle Occupant,Restraint Use Not determined,2
2001,Central,Minor injury,0 to 16,Female,Vehicle Occupant,Unrestrained,2
2001,Central,Minor injury,17 to 24,Female,Bicyclist,Helmet Not Worn,1
2001,Central,Minor injury,17 to 24,Female,Motorcyclist,Helmet Worn,1
2001,Central,Minor injury,17 to 24,Female,Vehicle Occupant,Restrained,67
2001,Central,Minor injury,17 to 24,Female,Vehicle Occupant,Restraint Use Not determined,13
2001,Central,Minor injury,17 to 24,Female,Vehicle Occupant,Unrestrained,1
2001,Central,Minor injury,25 to 29,Female,Motorcyclist,Helmet Worn,1
2001,Central,Minor injury,25 to 29,Female,Vehicle Occupant,Restrained,25
2001,Central,Minor injury,25 to 29,Female,Vehicle Occupant,Restraint Use Not determined,1
2001,Central,Minor injury,30 to 39,Female,Bicyclist,Helmet Worn,1
2001,Central,Minor injury,30 to 39,Female,Motorcyclist,Helmet Worn,2
2001,Central,Minor injury,30 to 39,Female,Vehicle Occupant,Restrained,56
2001,Central,Minor injury,30 to 39,Female,Vehicle Occupant,Restraint Use Not determined,7
2001,Central,Minor injury,30 to 39,Female,Vehicle Occupant,Unrestrained,2
2001,Central,Minor injury,40 to 49,Female,Motorcyclist,Helmet Worn,2
2001,Central,Minor injury,40 to 49,Female,Vehicle Occupant,Restrained,52
2001,Central,Minor injury,40 to 49,Female,Vehicle Occupant,Restraint Use Not determined,5
2001,Central,Minor injury,50 to 59,Female,Vehicle Occupant,Restrained,41
2001,Central,Minor injury,50 to 59,Female,Vehicle Occupant,Restraint Use Not determined,4
2001,Central,Minor injury,60 to 74,Female,Motorcyclist,Helmet Worn,1
2001,Central,Minor injury,60 to 74,Female,Vehicle Occupant,Restrained,14
2001,Central,Minor injury,60 to 74,Female,Vehicle Occupant,Restraint Use Not determined,3
2001,Central,Minor injury,75 and over,Female,Vehicle Occupant,Restrained,10
2001,Central,Minor injury,Unknown,Female,Vehicle Occupant,Restraint Use Not determined,1
2001,Central,Minor injury,0 to 16,Male,Bicyclist,Helmet Not Worn,5
2001,Central,Minor injury,0 to 16,Male,Bicyclist,Helmet Use Not determined,5
2001,Central,Minor injury,0 to 16,Male,Bicyclist,Helmet Worn,10
2001,Central,Minor injury,0 to 16,Male,Vehicle Occupant,Restrained,26
2001,Central,Minor injury,0 to 16,Male,Vehicle Occupant,Restraint Use Not determined,2
2001,Central,Minor injury,0 to 16,Male,Vehicle Occupant,Unrestrained,1
2001,Central,Minor injury,17 to 24,Male,Bicyclist,Helmet Not Worn,1
2001,Central,Minor injury,17 to 24,Male,Bicyclist,Helmet Use Not determined,2
